Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2020-05-04,208.8597412109375,209.08294002081098,204.88089998388355,205.21086343378806,32841000
2020-05-05,211.22763061523438,213.63433654489697,210.44157041939113,211.01413095613432,37783100
2020-05-06,212.52806091308594,214.50776784175042,211.66436299301375,212.91623409663342,36455200
2020-05-07,215.26473999023438,216.14783624200106,213.90610417361307,215.26473999023438,38624800
2020-05-08,218.21485900878906,218.35072108737364,215.90518886499538,216.94357495749287,31852300
2020-05-11,220.1654815673828,221.1941538377176,216.6524653669131,216.88537816330995,35714100
2020-05-12,215.5558624267578,221.35915098166424,215.5267501771394,220.76717722632623,41054100
2020-05-13,212.8579864501953,217.97224977083428,210.3057191706238,216.0798797930969,65521200
2020-05-14,215.27438354492188,215.31319493178168,209.6069733606967,211.5284553791307,51549300
2020-05-15,216.67184448242188,216.73006897042382,211.8778308655234,212.31452933339332,55747200
2020-05-18,220.70892333984375,221.92198302000696,218.806854053748,219.59291435723657,42398100
2020-05-19,220.15577697753906,223.05742107849832,220.01021573830093,220.9709495329876,36237300
2020-05-20,224.55189514160156,224.91095605597448,222.69833646065,222.71774956106006,37417000
2020-05-21,222.10633850097656,225.2797063138564,221.5920024552256,224.60039595228488,43642900
2020-05-22,222.873046875,223.07683262203776,220.77687605831852,221.6987985132541,28762400
2020-05-26,222.2713623046875,226.66750455503606,222.0287503495485,226.46370399726152,33055300
2020-05-27,223.484375,223.6008387832757,217.32204152237384,221.93166769892696,55665600
2020-05-28,223.19329833984375,226.57045259040572,222.28107502433448,222.33929952398682,42784300
2020-05-29,226.4636993408203,226.6966121437938,221.99963353490733,223.57176904122636,50691800
2020-06-01,227.14297485351562,227.5214488451409,225.1438550614511,225.59026749642612,25776000
2020-06-02,228.6666259765625,228.7248504768645,225.15359477713443,227.57001519467892,33383400
2020-06-03,229.6952667236328,230.4522147392088,228.3948703694747,229.2779665157423,37228700
2020-06-04,228.0843048095703,230.76273493185033,226.77419458871213,229.34588968746044,38716100
2020-06-05,232.60662841796875,233.19860215012918,228.66661284005355,229.239173470609,47365600
2020-06-08,234.41163635253906,234.5377844795985,230.87920744560628,232.4610270696082,32937300
2020-06-09,236.1099090576172,236.96389289441814,233.36354051432923,233.5479279315033,35046300
2020-06-10,238.943603515625,240.49632556146045,237.28413164404017,237.80818162784797,58084400
2020-06-11,227.10418701171875,236.39136429592057,227.0459625158707,235.00363111868367,72919400
2020-06-12,228.90919494628906,233.2956076343833,224.89154229347784,232.0243235903276,72034800
2020-06-15,231.6943817138672,232.3736921227659,224.62952384560793,225.5708592721734,45307400
2020-06-16,235.67324829101562,237.1677313503843,232.03406913153646,236.57575761479467,48890100
2020-06-17,236.4204559326172,238.24490228537357,235.55675810116776,237.17740392836583,34749300
2020-06-18,237.06100463867188,237.30361660631485,235.3239094658063,236.10025591597633,30578600
2020-06-19,237.0221710205078,239.7006015613769,235.28506120262207,239.43857651468448,49422100
2020-06-22,239.8646697998047,239.9910373022349,236.59829459113814,236.8899233149059,24068700
2020-06-23,241.90618896484375,244.1518195473114,240.91462145674777,241.46873096614138,32767400
2020-06-24,236.9191131591797,242.38250909058368,235.41230039688045,241.14789304015173,46032400
2020-06-25,239.17445373535156,239.4758133138738,234.42071257131354,237.00659610574283,36940800
2020-06-26,233.52635192871094,239.10641410528976,233.00139053971287,238.93142203108772,52824600
2020-06-29,236.0733642578125,236.08309510562242,230.73635024069765,233.2833403205068,34377800
2020-06-30,240.7007598876953,241.24515340371332,235.82063544005837,236.00534356162393,38909200
2020-07-01,243.51019287109375,244.5114911101583,240.19520771702918,240.73960114794485,34689200
2020-07-02,245.16281127929688,247.1848545460038,244.69619047424388,245.96968538333914,31956500
2020-07-06,251.1900634765625,251.71499519712054,248.3125215242731,248.33196838438536,34589000
2020-07-07,249.45960998535156,253.61064645198053,249.15825043397922,250.93727453888113,36578200
2020-07-08,252.74546813964844,252.77463101438133,249.3527251544484,250.7914961981109,30426300
2020-07-09,254.8744354248047,255.54521118042322,250.45123151024532,254.6702953109431,40312900
2020-07-10,256.6145324707031,256.8672971187128,252.0357839402012,254.72858779065876,32885300
2020-07-13,251.3358154296875,262.27233523371115,250.50949466660845,259.47258141712774,64108100
2020-07-14,253.11488342285156,253.52319333486415,245.71693260878016,248.79859997456902,72230500
2020-07-15,253.63011169433594,255.37024231067653,250.31512652786617,254.5341904668594,54523900
2020-07-16,251.8997344970703,252.54134745780402,248.49726040262223,250.8303795625141,47594100
2020-07-17,252.1913604736328,253.05654549076294,250.00405598016613,252.35660686616495,35137900
2020-07-20,259.34625244140625,259.97813444880694,251.57890093900645,252.832934107363,40610100
2020-07-21,256.6437072753906,260.9308273092611,255.7979543504418,260.92109646320444,43243800
2020-07-22,257.54779052734375,258.4810617489902,255.23410383290144,257.13951032668575,29865500
2020-07-23,250.8206787109375,257.8491990768179,249.4013395835634,257.1395591803506,51363500
2020-07-24,248.4389190673828,249.7707398112127,244.3170744878419,246.96126911419944,54054500
2020-07-27,252.8718719482422,253.2607202000896,249.30415141183676,250.09157876367425,36445700
2020-07-28,249.6540985107422,252.6093985378537,249.362469747338,252.08443709650714,31302400
2020-07-29,252.53160095214844,253.3968156942138,250.72344335718893,251.19978020736727,27556900
2020-07-30,253.853759765625,254.41758532848698,249.4013623531966,250.5582060258217,41774500
2020-07-31,258.3838806152344,258.53942584191464,253.58152928514835,258.50053211843993,53686300
2020-08-03,261.8738708496094,262.62240451902426,260.4059367224385,260.5323190866614,32081600
2020-08-04,262.8459167480469,262.94313620024104,260.61971886180993,261.36825227600315,24911300
